تاریخ,ساعت,مسابقات,فصل,عنوان,حریف,گل زده,گل خورده,تفاضل گل,امتیاز,بازی در خانه,لینک بازی
1401/11/13,17:00,لیگ برتر ایران,1401-1402,هفته 18,مس کرمان,3,2,1,3,0,https://video.varzesh3.com/video/271492/
1401/11/18,15:30,لیگ برتر ایران,1401-1402,هفته 19,نفت مسجدسلیمان,3,1,2,3,1,https://video.varzesh3.com/video/271926/خلاصه-بازی-استقلال-3-نفت-مسجدسلیمان-1
1401/11/24,14:00,لیگ برتر ایران,1401-1402,هفته 20,پیکان,2,0,2,3,0,https://video.varzesh3.com/video/272424/خلاصه-بازی-پیکان-0-استقلال-2-گزارش-اختصاصی
1401/12/01,15:30,جام حذفی ایران,1401-1402,یک هشتم نهایی,ملوان,2,0,2,3,1,https://video.varzesh3.com/video/273046/خلاصه-بازی-استقلال-2-ملوان-0-گزارش-اختصاصی
1400/09/18,16:00,لیگ برتر ایران,1400-1401,هفته 9,پیکان,3,0,3,3,0,https://video.varzesh3.com/video/242971/
1400/09/23,16:00,لیگ برتر ایران,1400-1401,هفته 10,سپاهان,1,0,1,3,1,https://video.varzesh3.com/video/243240/
1400/09/28,17:30,جام حذفی ایران,1400-1401,1/16 نهایی,نود ارومیه,1,1,0,1,1,https://video.varzesh3.com/video/243533/
1400/10/03,15:00,لیگ برتر ایران,1400-1401,هفته 11,شهرخودرو مشهد,3,0,3,3,0,https://video.varzesh3.com/video/243746/
1400/10/08,18:00,لیگ برتر ایران,1400-1401,هفته 12,فولاد,1,0,1,3,1,https://video.varzesh3.com/video/244025/
1400/10/13,15:00,لیگ برتر ایران,1400-1401,هفته 13,آلومینیوم اراک,1,1,0,1,0,https://video.varzesh3.com/video/244241/
1400/10/18,17:00,لیگ برتر ایران,1400-1401,هفته 14,مس رفسنجان,3,2,1,3,1,https://video.varzesh3.com/video/244562/
1400/10/23,15:30,لیگ برتر ایران,1400-1401,هفته 15,نفت مسجدسلیمان,3,0,3,3,0,https://video.varzesh3.com/video/244859/
1400/11/15,17:00,لیگ برتر ایران,1400-1401,هفته 16,هوادار,2,1,1,3,0,https://video.varzesh3.com/video/246025/
1400/11/19,17:00,جام حذفی ایران,1400-1401,1/8 نهایی,پیکان,1,0,1,3,0,https://video.varzesh3.com/video/246280/
1400/11/24,19:00,لیگ برتر ایران,1400-1401,هفته 17,ذوب آهن,1,0,1,3,1,https://video.varzesh3.com/video/246560/
1400/11/29,17:30,لیگ برتر ایران,1400-1401,هفته 18,تراکتور,1,0,1,3,0,https://video.varzesh3.com/video/246824/
1400/12/04,19:00,لیگ برتر ایران,1400-1401,هفته 19,فجر سپاسی,1,0,1,3,1,https://video.varzesh3.com/video/247115/
1400/12/09,17:00,لیگ برتر ایران,1400-1401,هفته 20,نساجی مازندران,0,0,0,1,0,https://video.varzesh3.com/video/247423/
1400/12/15,17:30,لیگ برتر ایران,1400-1401,هفته 21,گل گهر سیرجان,2,1,1,3,1,https://video.varzesh3.com/video/247773/
1400/12/20,20:00,لیگ برتر ایران,1400-1401,هفته 22,صنعت نفت آبادان,1,0,1,3,1,https://video.varzesh3.com/video/248116/
1400/12/26,17:30,لیگ برتر ایران,1400-1401,هفته 23,پرسپولیس,1,1,0,1,0,https://video.varzesh3.com/video/248439/
1401/01/16,20:45,لیگ برتر ایران,1400-1401,هفته 24,پیکان,0,0,0,1,1,https://video.varzesh3.com/video/249433/
1401/01/22,20:30,جام حذفی ایران,1400-1401,1/4 نهایی,نساجی مازندران,0,0,0,1,1,https://video.varzesh3.com/video/249791/
1401/02/14,18:30,لیگ برتر ایران,1400-1401,هفته 25,سپاهان,1,1,0,1,0,https://video.varzesh3.com/video/251144/
1401/02/19,20:40,لیگ برتر ایران,1400-1401,هفته 26,شهرخودرو مشهد,1,0,1,3,1,https://video.varzesh3.com/video/251452/
1401/02/24,19:45,لیگ برتر ایران,1400-1401,هفته 27,فولاد,2,1,1,3,0,https://video.varzesh3.com/video/251795/
1401/02/29,21:15,لیگ برتر ایران,1400-1401,هفته 28,آلومینیوم اراک,0,0,0,1,1,https://video.varzesh3.com/video/252113/
1401/03/03,20:00,لیگ برتر ایران,1400-1401,هفته 29,مس رفسنجان,2,0,2,3,0,https://video.varzesh3.com/video/252475/
1400/02/19,22:15,لیگ برتر ایران,1399-1400,هفته 22,ذوب آهن,0,2,-2,0,1,https://video.varzesh3.com/video/232532/
1400/02/24,19:30,لیگ برتر ایران,1399-1400,هفته 23,پرسپولیس,0,1,-1,0,0,https://video.varzesh3.com/video/232862/
1400/02/29,19:35,جام حذفی ایران,1399-1400,1/8 نهایی,ذوب آهن,2,1,1,3,1,https://video.varzesh3.com/video/233129/
1400/03/03,21:30,لیگ برتر ایران,1399-1400,هفته 20,صنعت نفت آبادان,1,0,1,3,0,https://video.varzesh3.com/video/233379/
1400/03/31,19:15,لیگ برتر ایران,1399-1400,هفته 21,شهرخودرو مشهد,2,0,2,3,1,https://video.varzesh3.com/video/234559/
1400/04/04,21:50,لیگ برتر ایران,1399-1400,هفته 24,گل گهر سیرجان,2,0,2,3,1,https://video.varzesh3.com/video/234793/
1400/04/10,19:50,لیگ برتر ایران,1399-1400,هفته 25,آلومینیوم اراک,0,0,0,1,0,https://video.varzesh3.com/video/235087/
1400/04/15,19:15,لیگ برتر ایران,1399-1400,هفته 26,تراکتور,2,1,1,3,1,https://video.varzesh3.com/video/235319/
1400/04/19,19:50,لیگ برتر ایران,1399-1400,هفته 27,سایپا,2,0,2,3,0,https://video.varzesh3.com/video/235504/
1400/04/24,19:45,جام حذفی ایران,1399-1400,1/4 نهایی,پرسپولیس,0,0,0,1,0,https://video.varzesh3.com/video/235743/
1400/04/29,21:15,لیگ برتر ایران,1399-1400,هفته 28,نفت مسجدسلیمان,1,0,1,3,1,https://video.varzesh3.com/video/236031/
1400/05/03,21:15,لیگ برتر ایران,1399-1400,هفته 29,نساجی مازندران,3,1,2,3,0,https://video.varzesh3.com/video/236268/
